Title,Chunk Text,Embeddings
The Shawshank Redemption,"The Shawshank Redemption is a 1994 American drama film written and directed by Frank Darabont, based on the 1982 Stephen King novella Rita Hayworth and Shawshank Redemption. The film tells the story of banker Andy Dufresne (Tim Robbins), who is sentenced to life in Shawshank State Penitentiary for the murders of his wife and her lover, despite his claims of innocence. Over the following two decades, he befriends a fellow prisoner, contraband smuggler Ellis ""Red"" Redding (Morgan Freeman), and becomes instrumental in a money laundering operation led by the prison warden Samuel Norton (Bob Gunton). William Sadler, Clancy Brown, Gil Bellows, and James Whitmore appear in supporting roles. Darabont purchased the film rights to King's story in 1987, but development did not begin until five years later, when he wrote the script over eight weeks. Two weeks after submitting his script to Castle Rock Entertainment, Darabont secured a $25 million budget to produce The Shawshank Redemption, which","tensor([-4.3184e-02, -1.2534e-02, -8.5557e-02,  1.4040e-02, -4.8629e-02,
         4.5529e-02,  7.1929e-02,  8.3161e-03,  1.3190e-01, -2.7142e-02,
        -8.4038e-02,  3.6528e-02,  7.1077e-02,  2.7131e-02, -3.0404e-02,
         1.0203e-02, -1.5903e-02,  3.8607e-02,  2.0174e-03, -1.2608e-02,
         4.6144e-02,  3.5438e-03,  2.8231e-02, -2.7937e-02, -5.6104e-02,
        -4.4812e-02,  2.7680e-02, -7.4327e-02, -9.6647e-02,  5.5453e-02,
        -1.2301e-02, -6.4531e-02, -9.4888e-03, -2.1513e-02, -4.2241e-03,
         8.9689e-02,  3.9838e-02, -5.4620e-03, -6.3130e-03, -7.7621e-03,
        -6.3562e-03,  2.2742e-02,  3.6757e-02,  4.7021e-02,  7.8823e-02,
        -6.0227e-02, -1.2018e-02, -7.6185e-02,  1.1904e-02, -9.5624e-02,
        -2.6330e-02,  1.1301e-01, -3.5319e-03,  1.4098e-02,  6.9837e-03,
        -5.7214e-02, -8.9867e-03, -3.2981e-03,  1.1637e-02, -7.5747e-02,
        -4.0790e-02,  2.2748e-03,  1.7977e-02, -1.4111e-02,  7.7027e-02,
         1.2816e-02,  2.2597e-02, -7.4211e-03,  1.6170e-02, -5.2310e-02,
        -7.8308e-02,  3.8060e-02, -1.6527e-02, -7.6186e-02, -5.9620e-02,
        -7.9840e-02,  2.2092e-02,  1.2403e-01, -4.4521e-02, -9.1537e-02,
        -3.2183e-02, -8.6531e-02,  2.0345e-02,  1.0701e-01, -2.1547e-02,
         1.0190e-01, -1.5244e-02,  4.5949e-02,  1.4131e-02,  3.3545e-02,
         9.5830e-02,  4.5937e-02,  1.8216e-02, -7.1013e-03, -5.0971e-02,
        -1.2899e-02, -3.2542e-02,  1.1742e-02, -7.4589e-02,  8.3930e-03,
         1.5135e-02, -6.1183e-02, -1.9313e-02, -1.0808e-01,  1.2063e-01,
         5.0664e-03,  2.3769e-02, -5.2497e-03, -2.3685e-02, -2.8979e-02,
         4.1258e-02,  2.7553e-02,  5.5303e-02,  1.5818e-01,  8.0930e-02,
         1.1324e-01, -5.0057e-02, -4.9450e-02, -6.5090e-03,  6.0724e-02,
         4.9090e-02,  4.4848e-02, -1.3680e-02,  3.3740e-02, -1.0650e-01,
        -5.7849e-02,  6.0979e-03,  3.9256e-33, -4.2187e-02,  2.3048e-02,
         1.5588e-02, -4.1585e-02, -2.3567e-02, -4.1675e-02,  9.2700e-03,
         3.0207e-02,  4.9048e-03,  7.3042e-04, -2.9428e-02, -9.1903e-02,
        -5.1157e-02, -2.0022e-02, -4.4688e-02,  1.4303e-03, -1.9267e-02,
        -1.5699e-02,  7.4079e-02, -2.2362e-02, -2.4132e-02,  8.2521e-03,
         3.0863e-02,  3.6391e-02, -1.3147e-01, -2.8738e-02, -3.5286e-02,
         1.1026e-02,  1.3204e-02, -2.1246e-02, -3.5696e-02,  7.8209e-02,
         7.6231e-02, -7.2674e-02,  3.3707e-02, -7.7350e-02, -3.9873e-02,
         2.0729e-02,  4.6191e-02,  9.9879e-02, -7.6872e-02, -1.4903e-02,
         3.5198e-03,  3.0379e-04, -2.2181e-02,  1.1362e-02,  2.6259e-02,
         1.9679e-02, -3.9048e-02,  8.1483e-02, -2.3978e-02,  2.2344e-02,
         3.6089e-02, -1.0003e-01, -1.4714e-01,  8.0004e-03, -2.5741e-02,
        -8.1258e-02,  4.5616e-02,  1.0432e-01,  4.8862e-02, -4.5172e-02,
         1.0532e-02,  3.8093e-03, -5.8889e-02, -1.2060e-02,  5.9954e-02,
         5.3976e-02, -8.9483e-02,  1.6990e-02, -4.5821e-02,  4.4252e-02,
         7.4785e-02,  2.4032e-02,  1.0153e-02, -5.4242e-02, -1.1273e-02,
         8.5194e-02, -5.1672e-02,  9.4804e-03,  6.4160e-03,  1.2306e-02,
        -2.2740e-02, -3.8636e-02, -6.2676e-02,  1.6619e-03,  1.9270e-02,
        -4.0630e-02,  3.0321e-02,  5.4661e-02,  5.2273e-02, -3.3248e-02,
        -7.7551e-02, -4.5560e-02,  7.1127e-02, -6.1099e-33,  6.3249e-02,
        -7.6980e-02, -5.6400e-02, -6.8979e-02, -1.2769e-02,  1.2220e-02,
        -1.5575e-03, -9.9854e-03,  7.5752e-02, -1.8206e-02, -5.7764e-02,
         3.2063e-02,  6.8518e-02,  9.9368e-02, -2.4012e-02,  5.1935e-02,
        -1.0299e-01,  8.8261e-03,  7.2903e-03,  2.1418e-02, -2.5160e-02,
        -4.8347e-02, -6.1861e-02,  1.3797e-02,  2.9755e-02,  2.2071e-02,
        -6.7596e-02,  8.9958e-02, -4.3699e-02,  5.8980e-03,  2.0534e-02,
        -4.4797e-02, -6.0176e-02,  2.2166e-02, -8.6144e-02,  2.2858e-02,
         8.0876e-02, -1.2533e-01,  9.8071e-03,  4.7325e-02,  2.0812e-02,
        -2.5296e-02, -4.5441e-02, -5.0552e-02,  1.4134e-02,  2.0491e-02,
        -3.5012e-02,  5.3932e-03, -2.9602e-02, -8.1494e-02, -9.2359e-03,
         7.0867e-02,  2.2479e-02,  1.3649e-02, -2.5529e-02,  1.9971e-02,
         2.5182e-02,  1.3915e-02,  4.9694e-02,  8.5435e-03, -9.5875e-02,
        -3.5959e-02,  3.4833e-03, -4.9179e-03, -9.1093e-03, -7.3630e-02,
         3.5253e-02, -5.1602e-02, -1.9846e-02,  1.1301e-02,  2.5616e-02,
        -8.5366e-02,  6.1029e-03, -7.1030e-02, -4.6607e-02,  6.9739e-02,
         2.8925e-03, -3.7113e-02, -1.0173e-01, -4.6156e-02,  4.5882e-02,
         3.3436e-02,  4.8036e-02,  5.1401e-03, -6.1706e-02,  2.8370e-02,
         1.4518e-01, -2.8254e-02, -3.1956e-02, -6.9513e-02,  3.2874e-02,
        -6.8851e-02,  6.2813e-02,  5.1650e-02,  2.0431e-02, -5.5138e-08,
        -7.2885e-02, -1.2274e-02, -5.5768e-02,  2.4998e-02,  9.9629e-03,
         5.7053e-02, -7.7438e-03,  3.2510e-02, -8.9814e-02,  3.3433e-03,
        -3.8881e-02, -8.3757e-02,  1.5014e-02, -3.4918e-02, -5.3090e-02,
         4.3282e-04,  4.5430e-02,  2.2662e-02,  5.7259e-02,  4.2125e-02,
         6.4435e-02, -5.9423e-02,  3.9708e-02, -1.5188e-03,  2.1873e-02,
         1.6055e-02,  8.2967e-03, -3.4057e-02,  2.5008e-02,  6.0713e-02,
         2.5457e-02, -3.3552e-02,  4.1709e-02,  1.3313e-02,  5.2930e-02,
        -2.5398e-02, -2.3434e-02,  2.4681e-02,  6.5424e-02,  2.0090e-02,
         1.5954e-02,  6.2991e-02, -5.1826e-02, -2.0181e-02,  3.9390e-02,
         1.7559e-02, -6.7525e-02, -5.6023e-02,  9.3040e-02,  7.7264e-02,
         1.1378e-01,  1.6893e-03,  5.2808e-02, -2.2954e-02,  6.0707e-02,
        -3.7949e-02, -3.0264e-02,  2.4605e-03, -1.0066e-02,  1.1993e-02,
         5.9532e-02, -1.1662e-02,  1.8200e-02, -7.4761e-02], device='mps:0')"
The Shawshank Redemption,"started pre-production in January 1993. While the film is set in Maine, principal photography took place from June to August 1993 almost entirely in Mansfield, Ohio, with the Ohio State Reformatory serving as the eponymous penitentiary. The project attracted many stars for the role of Andy, including Tom Hanks, Tom Cruise, and Kevin Costner. Thomas Newman provided the film's score. The Shawshank Redemption premiered at the Toronto International Film Festival on September 10, 1994, and was released in the United States by Columbia Pictures on September 23. While the film received critical acclaim upon its release—particularly for its story and the performances of Robbins and Freeman—it was a box-office disappointment, earning only $16 million during its initial theatrical run. Its failure was attributed at the time to many factors, including competition from the films Pulp Fiction and Forrest Gump, the general unpopularity of prison films, its lack of female characters, and even the","tensor([-2.3080e-02, -2.9070e-02, -7.7858e-02, -1.8614e-02,  6.1524e-03,
         5.6274e-02,  3.1843e-02, -3.0030e-02,  1.1191e-01, -2.6137e-02,
        -5.8950e-03,  6.7974e-02,  5.5460e-02,  7.8144e-02, -3.4095e-02,
        -1.1498e-03,  5.6792e-02,  3.1972e-02,  3.4526e-02,  6.5682e-03,
         2.9807e-02,  6.5149e-03,  6.8187e-02, -7.2594e-02, -9.2459e-03,
        -4.0235e-03,  1.6312e-04, -3.7364e-02, -6.0271e-02,  1.0425e-01,
        -1.1502e-02, -5.9057e-02, -7.3625e-03, -6.9238e-02,  5.0274e-02,
         5.4604e-02,  4.1430e-02, -4.1780e-02,  1.6020e-02, -4.2460e-02,
        -4.4372e-02,  6.7660e-02,  3.5183e-02,  1.7337e-02,  5.1563e-02,
        -1.3062e-01,  2.4327e-04, -8.3370e-02, -2.4079e-02, -1.0067e-01,
         7.1438e-03,  8.0631e-02, -1.1667e-02,  8.0133e-03, -4.6206e-02,
        -7.6557e-02,  9.2846e-03,  2.2739e-02, -4.9882e-02, -4.2709e-02,
        -7.5000e-02, -2.3887e-02,  6.1166e-03, -6.0976e-03,  9.0430e-02,
         5.6205e-03, -2.5811e-02, -2.1676e-02,  2.4913e-02, -5.0310e-02,
        -9.8272e-02,  6.0907e-02, -2.3461e-02, -5.1522e-02, -8.6322e-02,
        -5.4819e-02, -2.7803e-02,  1.2464e-01, -1.7886e-02, -8.6039e-03,
         3.5380e-03, -1.1336e-01, -1.2498e-02,  8.7509e-02, -2.0269e-02,
         9.8592e-02,  1.3153e-02,  7.0270e-02, -3.1025e-02,  8.6809e-02,
         4.1624e-02,  5.2174e-02, -1.3284e-03,  1.6745e-02, -5.5221e-02,
        -6.4978e-02, -2.2487e-02,  3.8685e-02, -3.9464e-02, -1.0482e-02,
         4.1313e-02, -5.5110e-02,  2.8141e-02, -1.3013e-01,  1.3558e-01,
         3.9264e-02, -7.5885e-03,  1.3761e-04,  3.1619e-02, -4.3117e-02,
         5.4953e-03,  3.7240e-02,  3.0775e-02,  8.8943e-02,  5.3458e-02,
         6.9142e-02, -5.2302e-02, -2.7578e-02,  1.7541e-02,  5.1687e-02,
         4.6850e-02,  6.7246e-03,  2.7017e-02,  2.0610e-02, -1.3310e-01,
         4.5040e-03,  2.6293e-03,  7.9495e-35, -4.6840e-03, -4.1227e-03,
         1.5426e-02, -2.9573e-03, -8.0736e-02, -1.1142e-02, -2.8268e-02,
        -6.2833e-03, -2.1912e-02, -1.6481e-02, -4.0681e-02, -1.2977e-01,
        -2.8996e-02, -6.1593e-02,  3.5194e-02, -7.4690e-03, -5.0687e-02,
        -9.2579e-03,  1.0273e-01,  2.7027e-02, -7.5582e-03, -1.7093e-02,
        -3.5331e-03,  2.6874e-02, -1.5565e-01, -5.1956e-03, -5.0287e-02,
        -1.2241e-03, -5.5815e-02, -1.7755e-02,  5.4648e-04,  8.2918e-02,
         7.9848e-02, -5.0245e-02,  3.7376e-02, -4.7744e-02,  4.4388e-02,
         1.3021e-02,  1.2929e-02,  3.6250e-02, -1.9196e-02,  5.1563e-03,
         7.4774e-03,  2.0956e-02,  1.7828e-02,  2.3134e-02,  4.9503e-02,
         1.3999e-02, -4.8762e-02,  1.0230e-01, -4.5802e-02,  5.3702e-02,
         9.2093e-02, -6.2769e-02, -1.6265e-01,  3.2445e-02,  4.9833e-02,
        -6.2422e-02,  1.4118e-02,  6.1693e-02,  6.6438e-03, -2.0631e-02,
         3.4399e-02, -4.8638e-02, -1.1679e-01,  2.0178e-02,  1.0077e-01,
        -4.9291e-03, -9.4097e-02,  6.3942e-02, -6.5386e-02,  9.2108e-03,
         3.4065e-02, -2.2712e-02,  6.8591e-02, -2.2542e-02,  6.3908e-03,
         4.6457e-02, -2.3069e-02, -1.4359e-02, -1.6698e-02, -1.9413e-03,
        -2.5353e-02, -4.9440e-02, -1.7850e-02,  2.8380e-02,  1.7922e-02,
        -3.2462e-02,  5.7425e-02,  4.7675e-02,  8.8091e-02, -1.2881e-02,
        -1.0453e-01,  8.5766e-03,  4.0465e-02, -2.8858e-33,  3.8867e-02,
        -5.9999e-02, -8.4737e-02, -1.0347e-01, -2.8750e-02,  3.4446e-02,
        -6.9313e-02, -1.3655e-02,  6.7120e-02, -1.6308e-02, -8.1627e-02,
        -1.9387e-02,  3.8686e-02,  8.8855e-02, -1.8127e-02,  6.8721e-02,
        -1.0717e-01,  1.0072e-02,  8.8863e-03,  2.4900e-02,  5.0708e-02,
        -2.4136e-02, -8.3238e-03, -2.3771e-02,  3.6781e-02,  2.6806e-02,
        -5.1551e-03,  2.6251e-02, -7.1526e-03, -2.9858e-02,  3.4436e-02,
        -3.2366e-02, -6.6080e-02,  5.6916e-02, -6.3215e-02,  4.8224e-02,
         6.4608e-02, -1.1054e-01,  1.6973e-02,  2.2550e-02, -2.4202e-02,
         3.2408e-02, -1.0028e-01,  3.2400e-02,  4.1696e-03, -3.1503e-03,
        -2.7296e-02,  1.9405e-02, -2.9926e-02, -5.3257e-03, -1.2255e-01,
         7.8669e-02,  2.5692e-02,  1.1577e-02, -4.6722e-03, -1.6626e-03,
        -4.2809e-02,  4.1114e-02, -3.4346e-03,  3.2993e-02, -1.1121e-01,
        -1.7304e-02, -1.9870e-02,  4.0773e-02,  1.8248e-02, -5.8636e-02,
         3.5762e-02, -8.1012e-03, -6.2257e-02, -1.6747e-02, -2.0236e-03,
        -3.9703e-02,  2.4138e-02, -5.4590e-02,  4.0198e-03,  4.6984e-02,
         2.1487e-02, -2.3244e-02, -8.8182e-02, -4.2951e-02,  6.3454e-03,
         8.6463e-02,  2.5659e-02, -2.5314e-02, -3.6405e-02,  4.7743e-02,
         8.7202e-02,  1.4504e-02, -3.6783e-02, -3.8717e-02,  4.5037e-02,
         3.2341e-03,  3.9274e-02,  4.0090e-03, -2.7271e-03, -5.1400e-08,
        -1.4124e-01,  2.5671e-02, -6.0852e-02,  4.9418e-02,  2.4651e-02,
         7.4408e-02, -3.6011e-02,  9.8484e-02,  1.8421e-02, -1.1319e-02,
         1.5009e-02, -4.9768e-02, -2.6766e-02, -7.0125e-04, -9.8078e-02,
         3.8860e-02, -1.5842e-02,  6.7029e-02,  4.7660e-02,  4.7552e-02,
         1.4141e-02, -8.3320e-02,  9.0690e-02, -2.1936e-02,  1.3064e-02,
        -2.3358e-02, -3.3417e-02, -7.4475e-03,  2.8976e-02,  6.5555e-02,
        -5.0310e-03, -5.1646e-02, -2.6337e-03, -1.3170e-02, -1.0616e-02,
        -1.1425e-03, -8.0393e-02, -6.5741e-03,  3.1337e-02,  2.8670e-02,
         1.2855e-02, -2.8378e-02, -3.7680e-02, -5.7293e-03,  6.9478e-02,
         6.1047e-02, -5.7733e-02, -8.3620e-03,  9.0951e-02,  5.8335e-02,
         5.7876e-02, -4.4583e-02,  6.9388e-03, -4.1027e-02,  8.2564e-02,
        -2.2195e-02,  4.0880e-02,  6.8608e-03,  4.2617e-02, -1.4246e-03,
         2.5569e-02,  6.3724e-03, -2.5265e-03, -2.7529e-02], device='mps:0')"
The Shawshank Redemption,"title, which was considered confusing for audiences. It went on to receive multiple award nominations, including seven nominations at the 67th Academy Awards, and a theatrical re-release that, combined with international takings, increased the film's box-office gross to $73.3 million. Over 320,000 VHS rental copies were shipped throughout the United States, and on the strength of its award nominations and word of mouth, it became the top video rental of 1995. The broadcast rights were acquired following the purchase of Castle Rock Entertainment by Turner Broadcasting System, and it was shown regularly on the TNT network starting in 1997, further increasing its popularity. Decades after release, the film is still broadcast regularly and is popular in several countries, with audience members and celebrities citing it as a source of inspiration or naming it a favorite in various surveys, leading to its recognition as one of the most beloved films among audiences. In 2015, the United","tensor([ 4.5363e-02, -3.6014e-02, -2.7350e-04, -6.4739e-02,  6.1480e-02,
         1.1269e-01, -4.9318e-02,  1.4924e-02,  1.1278e-02, -6.8400e-02,
        -4.9436e-02,  3.7342e-02,  1.8039e-02,  1.8452e-02, -3.2931e-02,
        -6.0612e-02,  1.6412e-01, -5.0490e-02,  5.0845e-02, -9.9021e-02,
         4.6182e-02,  2.6862e-02, -5.0789e-03, -9.9635e-03,  4.6503e-02,
        -4.0672e-02, -8.9617e-02,  6.5985e-04, -3.6817e-02, -3.8144e-02,
         6.2501e-03,  1.3434e-02,  1.9043e-02, -5.7256e-02, -1.3283e-02,
         2.4232e-02, -1.0718e-01, -5.5041e-02, -5.5027e-02, -4.9754e-02,
        -1.3163e-02, -1.8932e-03,  4.1455e-02,  3.8744e-04, -5.9833e-03,
        -1.2486e-02,  4.4079e-02, -2.3582e-03, -3.3393e-03,  8.5688e-02,
         8.4523e-03,  9.1813e-02,  8.6794e-02, -1.6234e-02, -2.4517e-02,
        -4.7073e-02, -3.4162e-03,  1.9108e-02,  1.6360e-02, -1.9071e-02,
        -3.5200e-02,  1.4711e-02,  1.1067e-03, -2.9766e-02,  4.7389e-02,
         4.0482e-02,  1.3581e-03, -1.8317e-05, -7.8110e-02, -5.5866e-02,
        -2.1745e-02,  7.3016e-02,  4.2754e-02, -5.6834e-02,  6.5664e-03,
         6.2947e-02, -2.0171e-02, -1.4700e-02,  2.0202e-02,  1.0451e-02,
         5.0921e-02, -5.2160e-02, -2.3424e-03, -1.0485e-01, -2.4280e-02,
         4.3372e-02,  7.5190e-02,  3.3057e-02, -3.6878e-02,  1.0289e-01,
        -2.6481e-02,  8.7884e-04,  6.3582e-02,  8.2052e-02, -4.7980e-02,
        -3.7386e-02, -9.5446e-02, -2.3215e-02,  4.2407e-02, -4.1280e-03,
         2.4493e-02, -2.3434e-02,  7.6463e-03, -1.3408e-01,  2.9187e-02,
        -8.3066e-02,  8.2680e-02,  1.3530e-02, -1.1715e-02,  4.3027e-02,
        -6.5112e-02,  2.4307e-02,  6.0759e-03, -5.4821e-02,  4.1150e-02,
         9.0592e-02, -3.4539e-02, -1.2378e-02,  3.0883e-02, -5.4289e-02,
         1.0300e-01, -5.4882e-02,  5.0283e-02, -5.0146e-02, -5.7406e-02,
        -9.1890e-02, -2.2663e-02, -2.6692e-33, -4.5344e-02, -2.2843e-02,
        -2.6914e-02,  8.1676e-02,  2.6438e-02,  4.7400e-02,  8.6291e-03,
         6.7457e-02, -5.0928e-02,  3.1166e-02,  2.3012e-02,  4.1346e-05,
        -6.8099e-02, -2.2260e-02, -6.5408e-03,  2.9177e-02, -3.1112e-02,
         1.0228e-02, -4.1011e-02,  3.7378e-02, -8.2502e-03,  5.5807e-02,
        -1.8220e-03,  6.6106e-02, -7.1354e-02, -8.4253e-02, -7.8611e-02,
        -3.3950e-02,  5.4021e-02, -3.7172e-03,  7.4954e-03, -5.9032e-02,
         5.7678e-02, -1.7785e-02,  8.0858e-02, -5.8674e-02,  2.1081e-02,
        -2.2666e-02,  3.4086e-02,  4.3153e-02,  2.6881e-02,  1.3455e-03,
        -1.1715e-01, -4.6170e-02,  2.6158e-02,  8.2111e-02, -2.0597e-02,
         1.9985e-02, -1.0309e-01, -1.0992e-02,  6.5378e-02,  1.4856e-02,
        -5.8051e-02,  2.1539e-02, -9.4695e-03,  2.7380e-02,  4.4003e-03,
        -7.5957e-02,  6.2031e-02, -3.8263e-02, -4.0500e-02,  9.1520e-02,
         8.5718e-02, -2.6387e-02, -7.6676e-02,  8.6897e-02,  7.7364e-02,
        -2.2378e-02, -1.7566e-02,  3.7626e-02,  2.5342e-02, -4.4557e-02,
        -5.2312e-02, -1.0638e-01,  9.5539e-02, -3.7053e-03, -3.4656e-02,
        -1.5136e-02,  6.7119e-02,  3.6961e-02, -2.0347e-02,  4.7327e-02,
         6.0583e-02, -4.2918e-02,  7.3000e-02,  2.6802e-02, -6.9513e-02,
        -3.3774e-02,  7.1071e-02, -1.9699e-03,  6.6455e-02, -1.3419e-02,
        -2.2697e-02,  2.5151e-02,  4.5321e-02,  9.6787e-34,  3.1022e-02,
        -1.4720e-02,  2.4655e-02, -5.2527e-02, -2.3439e-04,  2.3478e-02,
        -3.0321e-02,  1.8708e-02,  4.7039e-02, -3.6181e-02, -5.7198e-02,
        -8.8801e-02, -5.4161e-02,  5.6265e-02,  1.5242e-02, -5.6755e-03,
         2.1291e-02, -8.9976e-02,  2.7603e-02,  5.9190e-02,  2.3708e-02,
         8.6583e-03,  6.9764e-03,  5.1819e-02, -1.1597e-02, -1.0678e-02,
        -5.0758e-02,  6.2141e-02,  5.7734e-02, -6.5982e-03, -1.6557e-02,
         4.5238e-02, -6.3105e-02,  6.1414e-02,  5.2042e-04,  5.2866e-02,
         1.5831e-01, -1.1899e-02, -2.6259e-02,  1.6845e-02, -7.3809e-02,
        -4.1617e-02, -9.0126e-02,  4.6046e-04, -2.4019e-02, -2.1241e-02,
        -5.5397e-02, -1.0950e-02, -2.4981e-03,  4.3104e-02, -3.8121e-02,
        -2.3969e-02, -2.6407e-02, -1.4100e-02, -6.7785e-02,  9.9599e-02,
        -5.2237e-02,  4.4374e-02,  1.3002e-01,  7.2435e-02,  1.5112e-02,
        -1.1321e-03, -8.9229e-02, -4.8336e-02, -4.2875e-02,  9.5712e-03,
         9.3927e-02, -4.7924e-02,  7.3567e-03, -2.2534e-03, -1.3848e-02,
         5.0560e-02,  1.3751e-02, -3.4229e-02, -3.7733e-03,  9.0557e-02,
         7.9142e-02,  2.3251e-02,  6.2896e-02, -4.0968e-02, -7.4404e-02,
         6.7721e-02,  2.1119e-02, -8.9795e-02,  6.7129e-02, -3.9986e-03,
         8.8669e-02, -2.7001e-02, -6.9558e-02, -2.9837e-03, -1.7750e-02,
        -2.9853e-03, -3.4957e-02, -3.0240e-02,  7.0381e-02, -5.1884e-08,
        -6.0417e-02,  2.3808e-02, -5.1873e-02, -2.9741e-02,  4.1520e-03,
        -3.3297e-02,  6.4071e-02,  1.0862e-01,  9.5467e-02, -4.7484e-02,
        -2.8688e-02, -2.5726e-02, -1.1223e-01,  9.7294e-03, -3.4995e-02,
         2.0268e-02, -7.9639e-02,  4.4654e-02,  2.2242e-02,  4.6656e-02,
         1.1408e-01, -1.3248e-02,  1.1460e-01, -3.9013e-02, -5.3550e-02,
        -3.7088e-03,  2.5818e-02, -6.6348e-02, -5.1193e-04,  2.6271e-02,
         2.2327e-02, -2.4678e-02, -6.9032e-02, -6.3482e-02,  5.0268e-02,
        -5.9937e-02, -5.7780e-02, -1.9621e-02,  3.2039e-02,  2.7628e-02,
         4.3892e-02, -2.8472e-02,  9.8948e-03, -1.3459e-02,  1.9246e-02,
         2.1518e-02, -2.6063e-02,  1.1492e-02,  2.0800e-02, -5.3541e-02,
         1.7137e-02,  1.6814e-02, -5.6533e-02, -1.6276e-02,  8.1650e-02,
        -2.9073e-02,  1.0476e-01,  4.2120e-02, -1.9121e-03, -1.7744e-02,
        -1.0977e-02, -9.2889e-02,  6.4079e-03,  1.6218e-02], device='mps:0')"
