Title,Section Title,Chunk Text,Embeddings
The Shawshank Redemption,Introduction,"The Shawshank Redemption is a 1994 American drama film written and directed by Frank Darabont, based on the 1982 Stephen King novella Rita Hayworth and Shawshank Redemption. The film tells the story of banker Andy Dufresne (Tim Robbins), who is sentenced to life in Shawshank State Penitentiary for the murders of his wife and her lover, despite his claims of innocence. Over the following two decades, he befriends a fellow prisoner, contraband smuggler Ellis ""Red"" Redding (Morgan Freeman), and becomes instrumental in a money laundering operation led by the prison warden Samuel Norton (Bob Gunton). William Sadler, Clancy Brown, Gil Bellows, and James Whitmore appear in supporting roles.
Darabont purchased the film rights to King's story in 1987, but development did not begin until five years later, when he wrote the script over eight weeks. Two weeks after submitting his script to Castle Rock Entertainment, Darabont secured a $25 million budget to produce The Shawshank Redemption, which started pre-production in January 1993. While the film is set in Maine, principal photography took place from June to August 1993 almost entirely in Mansfield, Ohio, with the Ohio State Reformatory serving as the eponymous penitentiary. The project attracted many stars for the role of Andy, including Tom Hanks, Tom Cruise, and Kevin Costner. Thomas Newman provided the film's score.
The Shawshank Redemption premiered at the Toronto International Film Festival on September 10, 1994, and was released in the United States by Columbia Pictures on September 23. While the film received critical acclaim upon its release—particularly for its story and the performances of Robbins and Freeman—it was a box-office disappointment, earning only $16 million during its initial theatrical run. Its failure was attributed at the time to many factors, including competition from the films Pulp Fiction and Forrest Gump, the general unpopularity of prison films, its lack of female characters, and even the title, which was considered confusing for audiences. It went on to receive multiple award nominations, including seven nominations at the 67th Academy Awards, and a theatrical re-release that, combined with international takings, increased the film's box-office gross to $73.3 million.
Over 320,000 VHS rental copies were shipped throughout the United States, and on the strength of its award nominations and word of mouth, it became the top video rental of 1995. The broadcast rights were acquired following the purchase of Castle Rock Entertainment by Turner Broadcasting System, and it was shown regularly on the TNT network starting in 1997, further increasing its popularity. Decades after release, the film is still broadcast regularly and is popular in several countries, with audience members and celebrities citing it as a source of inspiration or naming it a favorite in various surveys, leading to its recognition as one of the most beloved films among audiences. In 2015, the United States Library of Congress selected the film for preservation in the National Film Registry, finding it ""culturally, historically, or aesthetically significant"".","tensor([-4.5622e-02, -1.8123e-02, -7.7428e-02,  1.4921e-02, -3.1640e-02,
         3.7172e-02,  6.0549e-02, -2.8158e-03,  1.1759e-01, -1.6972e-02,
        -7.1666e-02,  4.7499e-02,  7.3747e-02,  4.5142e-02, -3.5357e-02,
         1.4505e-02,  6.0776e-04,  2.6363e-02, -8.1109e-03,  1.1705e-02,
         4.9934e-02, -1.1217e-02,  4.1048e-02, -3.5196e-02, -4.7495e-02,
        -2.9172e-02,  2.5122e-02, -8.1587e-02, -8.5509e-02,  6.1956e-02,
        -2.2720e-02, -7.0341e-02, -2.8908e-02, -1.6662e-02,  8.6505e-03,
         7.3817e-02,  4.6376e-02, -8.6409e-03, -1.7762e-02, -3.5445e-03,
        -1.2772e-02,  3.5197e-02,  3.2818e-02,  3.4316e-02,  5.3872e-02,
        -6.0904e-02, -1.0897e-02, -8.2851e-02,  9.2824e-03, -1.1042e-01,
        -4.0676e-02,  1.0744e-01, -1.7090e-02,  1.6984e-02,  3.1004e-03,
        -7.5064e-02, -1.2854e-02,  9.0200e-03, -7.5831e-03, -5.9048e-02,
        -4.9922e-02,  4.0588e-04,  1.1845e-02, -9.0612e-03,  8.2625e-02,
         2.2241e-02,  7.4056e-03, -1.4579e-02,  3.7233e-02, -6.5967e-02,
        -7.5228e-02,  4.5763e-02, -1.2103e-02, -6.9006e-02, -6.9799e-02,
        -8.6402e-02,  2.8614e-02,  1.2348e-01, -4.2487e-02, -9.9921e-02,
        -1.6680e-02, -9.2044e-02,  2.8114e-02,  1.0520e-01, -2.0797e-02,
         9.5666e-02, -3.4049e-02,  5.6716e-02,  1.4303e-02,  3.2120e-02,
         8.1697e-02,  5.0402e-02,  1.3387e-03, -9.4445e-03, -3.3655e-02,
        -2.9425e-02, -3.5807e-02,  1.7032e-02, -6.6410e-02,  1.5521e-02,
         2.0695e-02, -5.7119e-02, -1.2147e-02, -1.0121e-01,  1.2189e-01,
         1.6293e-02,  1.9316e-02, -3.1356e-03, -2.9955e-02, -2.3377e-02,
         3.9144e-02,  3.2559e-02,  4.8396e-02,  1.4686e-01,  8.8360e-02,
         1.0210e-01, -4.8032e-02, -4.6088e-02,  3.8985e-03,  4.9102e-02,
         4.6110e-02,  4.0948e-02, -1.0333e-02,  3.3300e-02, -1.0664e-01,
        -4.3610e-02,  1.8238e-02,  4.3582e-33, -3.4348e-02,  3.0780e-02,
         1.7443e-02, -4.9318e-02, -4.0290e-02, -3.5690e-02,  3.3016e-03,
         2.2831e-02,  4.7578e-03,  2.3998e-03, -2.6588e-02, -9.7317e-02,
        -4.4988e-02, -3.5747e-02, -3.0074e-02, -1.0801e-02, -1.9791e-02,
        -9.2708e-03,  7.3207e-02, -1.7791e-02, -3.2960e-02, -9.3025e-04,
         1.8686e-02,  3.4628e-02, -1.4945e-01, -2.4751e-02, -3.4429e-02,
         1.2481e-02, -8.8506e-03, -1.8493e-02, -2.8424e-02,  8.9224e-02,
         7.7903e-02, -7.0296e-02,  4.1322e-02, -8.1925e-02, -1.3311e-02,
         1.6743e-02,  4.0393e-02,  8.7847e-02, -6.0602e-02, -1.0926e-02,
         9.0661e-03,  1.3692e-02, -1.9223e-02,  8.7544e-03,  3.2672e-02,
         3.3606e-02, -4.0894e-02,  8.0576e-02, -1.4305e-02,  1.7494e-02,
         3.2516e-02, -1.2201e-01, -1.6539e-01,  2.8572e-02, -9.1107e-03,
        -1.0011e-01,  5.2521e-02,  9.4457e-02,  4.5078e-02, -3.8800e-02,
         3.6466e-03, -1.4532e-03, -7.3240e-02, -3.4596e-02,  6.8878e-02,
         5.6185e-02, -1.0090e-01,  3.5835e-02, -5.5096e-02,  4.2133e-02,
         6.7382e-02,  5.6365e-03,  3.2776e-02, -4.2700e-02, -1.2996e-02,
         8.9928e-02, -5.9623e-02,  2.7354e-02,  7.3205e-04,  1.6196e-02,
        -1.8760e-02, -4.4829e-02, -7.0277e-02,  1.4653e-02,  3.1033e-02,
        -4.1273e-02,  2.4000e-02,  5.9775e-02,  5.4785e-02, -2.7737e-03,
        -7.6605e-02, -3.8942e-02,  6.8293e-02, -6.4793e-33,  6.2671e-02,
        -7.7381e-02, -6.4013e-02, -6.8623e-02, -1.1893e-02,  1.9139e-02,
        -8.6466e-04, -1.9865e-02,  7.7642e-02, -3.3016e-02, -5.0361e-02,
         2.6244e-02,  6.0127e-02,  8.9879e-02, -4.5660e-02,  6.9477e-02,
        -1.1115e-01,  1.5716e-02, -4.4768e-03,  2.3104e-02, -2.1478e-02,
        -5.2254e-02, -6.4753e-02,  1.7182e-02,  4.1017e-02,  2.1769e-02,
        -4.8945e-02,  8.8169e-02, -3.5036e-02,  1.4501e-02,  2.6264e-02,
        -5.4905e-02, -5.9070e-02,  3.6789e-02, -9.1683e-02,  2.4865e-02,
         8.3200e-02, -1.1878e-01, -3.2379e-03,  4.6218e-02,  1.5903e-02,
        -7.4635e-03, -4.6245e-02, -2.5334e-02,  1.5511e-03,  2.2548e-02,
        -3.6935e-02,  1.4981e-02, -3.9495e-02, -6.7851e-02, -3.9788e-02,
         7.5841e-02,  2.2101e-02,  2.4935e-02, -1.8809e-02,  2.3352e-02,
         8.8436e-03,  2.4458e-02,  4.3063e-02,  1.9235e-02, -8.4573e-02,
        -3.5634e-02, -2.8914e-04, -1.3191e-02,  5.8307e-04, -6.2812e-02,
         2.8073e-02, -5.0339e-02, -3.2350e-02,  1.8810e-02,  2.3631e-02,
        -7.7213e-02,  1.3537e-02, -6.8392e-02, -3.3033e-02,  6.0244e-02,
         1.5865e-02, -2.8145e-02, -1.1465e-01, -3.5200e-02,  4.6506e-02,
         3.4047e-02,  3.1462e-02, -5.7293e-03, -5.7808e-02,  3.5389e-02,
         1.4180e-01, -2.0100e-02, -2.9781e-02, -7.8969e-02,  2.9196e-02,
        -6.0474e-02,  5.4699e-02,  3.8512e-02,  1.2531e-02, -5.7108e-08,
        -1.0163e-01, -1.1048e-03, -5.7793e-02,  3.4714e-02,  1.7848e-02,
         4.7803e-02,  4.5948e-03,  4.5129e-02, -6.7176e-02, -1.3650e-02,
        -3.7904e-02, -8.2508e-02,  1.9134e-02, -3.0372e-02, -5.5635e-02,
         9.4099e-04,  4.5604e-02,  2.5020e-02,  6.0629e-02,  4.3497e-02,
         5.1908e-02, -8.9716e-02,  6.1625e-02, -1.4328e-02,  1.1815e-02,
         1.2624e-02, -1.4438e-03, -2.1992e-02,  2.8586e-02,  5.5942e-02,
         1.1972e-02, -3.4832e-02,  3.1258e-02,  1.0775e-02,  4.5176e-02,
        -2.9349e-02, -4.3244e-02,  2.0169e-02,  6.3869e-02,  2.0334e-02,
         1.2453e-02,  5.1806e-02, -4.3739e-02, -2.0249e-02,  4.9127e-02,
         1.8504e-02, -3.8968e-02, -5.6665e-02,  9.0291e-02,  9.0009e-02,
         1.0416e-01, -1.9951e-03,  5.0575e-02, -1.0081e-02,  7.2364e-02,
        -4.3506e-02,  6.8336e-03, -1.5940e-02, -1.1824e-02,  1.5283e-02,
         6.1440e-02, -6.1958e-03,  3.1105e-03, -6.0288e-02], device='mps:0')"
The Shawshank Redemption,Plot,"In 1947, Portland, Maine, banker Andy Dufresne arrives at Shawshank State Prison to serve two consecutive life sentences for murdering his wife and her lover. He is befriended by Ellis Boyd ""Red"" Redding, a contraband smuggler serving a life sentence, who procures for him a rock hammer and a large poster of Rita Hayworth. Assigned to work in the prison laundry, Andy is frequently raped by ""the Sisters"" gang, led by Bogs Diamond.
In 1949, Andy overhears the captain of the guards, Byron Hadley, complaining about being taxed on an inheritance and offers to help him shelter the money legally. After the Sisters beat Andy to near-death, Hadley cripples Bogs, who is subsequently transferred to a minimum-security hospital; Andy is not attacked again. Warden Samuel Norton assigns Andy to the prison's decrepit library, ostensibly to assist elderly inmate Brooks Hatlen, but in reality, to use Andy's financial expertise in managing the warden's and other prison staff's finances. Andy also starts writing weekly letters to the state legislature, requesting funding to improve the library.
Brooks is paroled in 1954 after serving 50 years, but cannot adjust to the outside world and eventually hangs himself. After years of Andy's ceaseless letters, the legislature sends a library donation that includes a recording of The Marriage of Figaro; Andy plays an excerpt over the public address system, experiencing a moment of personal freedom before he is punished with solitary confinement. After his release, Andy explains to a dismissive Red that hope is what gets him through his sentence. In 1963, Norton begins exploiting prison labor for public works, profiting by undercutting skilled labor costs and receiving bribes. Andy launders the money using the alias ""Randall Stephens"".
In 1965, Andy and Red befriend Tommy Williams, a young inmate convicted of burglary. Andy helps Tommy pass his General Educational Development exam, and Tommy later reveals that his cellmate at another prison confessed to committing the murders for which Andy was convicted. When Andy informs Norton, the warden refuses to act. Although Andy promises to keep the money laundering a secret, Norton sends Andy to solitary confinement and has Hadley kill Tommy under the guise of an escape attempt. Norton then threatens to destroy the library, strip Andy of guard protection, and transfer him to harsher conditions if Andy refuses to continue with the money-laundering  scheme.
A dishevelled Andy is released from solitary confinement after two months. He tells a skeptical Red that he dreams of living in Zihuatanejo, a town on the Mexican Pacific coast, where he can start anew. He asks Red to promise, once Red is released, to travel to a specific hayfield near Buxton and recover a package that Andy buried there. Red worries that Andy is suicidal, especially after learning that he asked a fellow inmate for a rope.
At the next day's roll call, the guards find Andy's cell empty. An irate Norton throws a rock at a poster of Raquel Welch hanging on the cell wall, revealing a tunnel that Andy had dug with his rock hammer over 19 years. The previous night, Andy escaped through the tunnel and prison sewage pipe, taking with him Norton's suit, shoes, and the ledger containing evidence of the corruption at Shawshank. While guards search for him, Andy poses as Randall Stephens and withdraws over $370,000 of the laundered money from various banks, before mailing the ledger to a local newspaper. State police arrive at Shawshank and take Hadley into custody, while Norton kills himself to avoid arrest.
The following year, Red is paroled after serving 40 years, but struggles to adapt to life outside prison and fears that he never will. Remembering his promise to Andy, he visits Buxton and finds a cache containing money and a letter inviting him to come to Zihuatanejo. Red violates his parole by traveling to Mexico, admitting that he finally feels hope. He finds Andy on a beach, and the reunited friends happily embrace.","tensor([ 1.1677e-02, -4.8959e-04, -5.1871e-02, -1.7512e-02, -2.4307e-02,
         4.4693e-02,  9.0814e-02, -8.8597e-02,  4.7519e-02, -3.0935e-03,
        -1.8413e-03,  5.1812e-02,  1.1284e-01, -6.4863e-04,  3.5568e-03,
         2.5125e-02, -6.7786e-03, -7.3149e-03, -4.8559e-02,  6.8317e-02,
        -2.7308e-02, -2.3460e-02,  6.3427e-02, -3.5063e-02, -3.3815e-02,
         7.1076e-02, -4.3429e-02, -7.6547e-02, -7.8431e-02,  1.6668e-02,
        -2.6341e-02, -1.8005e-02, -9.3964e-03, -5.4434e-03, -1.8254e-03,
         1.1994e-01,  1.3298e-01,  3.5129e-02,  2.6876e-02,  3.7939e-02,
        -3.5607e-02,  3.1877e-03, -1.4867e-02,  4.6144e-02, -5.8434e-02,
        -7.3680e-02, -2.8871e-02, -3.7082e-02,  1.6934e-02, -1.1888e-01,
        -4.8531e-02,  5.4286e-02,  4.5600e-02,  5.7111e-02,  6.6543e-02,
        -4.0625e-02,  7.5446e-02,  5.5762e-02, -3.1339e-02, -1.6212e-02,
        -5.1479e-02,  1.2209e-02,  2.6463e-02,  9.6296e-03,  4.5933e-02,
         2.3566e-02, -5.9111e-03, -1.6141e-02,  6.9639e-02, -5.0546e-02,
        -6.9160e-02,  2.2204e-02, -1.4125e-02, -4.4590e-02, -5.7041e-02,
        -2.7963e-02,  3.7994e-02,  5.5186e-02,  3.6305e-02, -3.7986e-02,
        -8.5040e-02, -1.0295e-01,  6.5271e-02,  7.0974e-02,  1.4123e-02,
         3.2497e-02, -5.3751e-02, -6.9854e-02, -2.5055e-02,  7.4352e-02,
         2.1554e-02,  4.6568e-02,  7.7272e-02, -2.6651e-02,  5.5059e-02,
         5.1189e-03,  2.5311e-03,  3.8196e-02, -1.0856e-01,  4.9166e-02,
         3.6769e-02, -5.8498e-02, -1.0413e-02, -8.9412e-02,  5.2812e-02,
        -1.3392e-02,  8.1694e-03, -3.4772e-02, -1.8373e-02, -1.6484e-02,
         2.4222e-02, -4.3992e-02,  4.5970e-02,  7.0114e-02,  5.5890e-02,
         7.2890e-02, -1.4987e-02,  8.2892e-02,  2.7649e-02, -5.5108e-02,
         2.2363e-02,  6.1622e-02, -1.2920e-02,  2.8097e-02, -9.3290e-02,
         7.7383e-03, -2.4227e-02,  1.6994e-33,  4.7469e-03, -1.4774e-02,
        -4.8301e-02,  7.5318e-04,  4.0918e-02,  9.7639e-03, -7.9161e-02,
         8.1067e-02,  4.6648e-02, -5.3397e-02,  6.5457e-03, -7.7628e-02,
         8.0199e-04, -1.0062e-01, -2.7813e-02, -3.5822e-03, -2.4493e-02,
         4.1928e-02,  2.0597e-02,  1.0347e-02,  3.1528e-02, -7.4985e-03,
         7.0026e-03,  2.1231e-02, -1.8345e-01, -3.0738e-02,  1.7497e-02,
        -1.8973e-02,  2.0543e-02,  1.8523e-02, -1.2016e-02,  2.8187e-03,
         8.7161e-02, -1.2594e-02, -7.0531e-02, -7.0703e-02, -3.3321e-03,
         4.0818e-02, -4.4156e-02,  4.8347e-04, -8.8973e-02, -2.7713e-02,
         7.0067e-02, -4.8714e-03, -2.7458e-02, -6.7608e-03,  9.2524e-02,
         4.6362e-02, -4.3602e-02,  4.7361e-02,  8.2199e-03,  1.9286e-02,
         2.6813e-02, -3.4799e-02, -4.9017e-02,  7.3502e-02,  2.4568e-02,
        -2.4261e-02,  5.5568e-02,  9.8297e-02,  6.1348e-02,  1.2266e-02,
         5.5623e-02,  1.3583e-02, -5.7051e-04, -6.1927e-02,  7.5022e-02,
        -2.0047e-02, -5.4940e-02,  1.5577e-03, -8.5595e-02,  8.0403e-02,
         7.8435e-02, -1.3804e-02, -5.7403e-02, -2.0820e-02,  5.7533e-03,
         9.6532e-03, -9.2721e-02, -3.5493e-02,  1.8304e-02, -4.4914e-02,
         2.8877e-02,  6.0842e-03, -1.1730e-01, -2.1796e-02,  7.5042e-02,
        -6.3268e-03, -8.0203e-02,  5.6870e-02,  2.5719e-02, -6.4553e-02,
        -5.3969e-02, -6.1756e-02,  5.1017e-02, -3.9591e-33,  7.2616e-02,
        -1.3136e-01, -5.0941e-04, -1.1207e-01,  1.9988e-02, -5.1398e-02,
         1.1773e-02, -3.1161e-02,  4.6795e-02, -4.0001e-02, -4.7842e-02,
         2.1717e-02,  4.4709e-02,  1.0101e-01, -5.5080e-02,  1.0650e-02,
        -3.2405e-02, -3.0962e-02, -3.6213e-02, -5.7784e-02, -1.3137e-02,
        -1.0956e-02, -2.4951e-02,  9.5968e-02,  1.5685e-02,  2.7030e-02,
         6.2717e-02,  4.1997e-02, -7.6243e-02,  5.1283e-02, -1.2475e-02,
        -3.4245e-02, -4.9618e-02,  1.8743e-02, -3.4891e-02,  2.1443e-02,
        -2.2358e-02, -8.7752e-02, -3.4590e-02, -1.7451e-02,  6.3391e-02,
        -8.3646e-03, -9.3787e-02, -4.5393e-02,  2.0719e-02,  1.1398e-02,
        -5.5997e-02,  8.3154e-02, -2.8180e-03, -4.3705e-02, -4.9058e-02,
         7.8309e-02, -3.3994e-02,  5.5041e-02, -2.2995e-02, -5.2827e-02,
        -4.5701e-02,  5.8111e-02,  3.1644e-02, -3.9641e-02, -1.0218e-01,
         1.3071e-02,  6.8072e-03,  9.8154e-02, -2.6669e-02, -3.4384e-02,
        -1.5112e-02, -9.0935e-02,  4.3801e-03,  4.8068e-02,  5.0118e-02,
        -1.3382e-02, -1.0986e-02, -7.7128e-03,  6.9670e-03,  3.5500e-02,
        -2.2290e-02, -5.1221e-02, -1.4572e-01, -6.4427e-03,  5.3789e-03,
         7.6670e-03, -1.3217e-02,  2.7830e-02, -5.0211e-03, -4.6393e-02,
         1.3604e-01,  3.4872e-03,  7.2984e-03, -7.1628e-02,  3.8380e-02,
        -6.8671e-02, -4.1052e-02,  2.9414e-02, -8.4866e-03, -6.0308e-08,
        -4.6093e-02,  5.4790e-02,  1.2694e-03, -5.0254e-03,  1.6115e-02,
         8.7320e-02,  1.5550e-02,  2.4716e-02, -5.5057e-02,  1.1629e-02,
         1.9864e-02, -6.1817e-02,  1.7458e-02, -3.1421e-02,  1.1552e-02,
        -2.5305e-02, -2.6250e-02, -3.1530e-02,  3.6168e-03, -7.4860e-03,
         3.0394e-02, -1.2065e-01,  5.0687e-02,  1.2729e-01,  1.7042e-02,
        -4.9418e-03,  5.0811e-02, -5.2383e-02,  5.6875e-02,  4.1934e-02,
        -1.2832e-02, -8.2076e-03, -5.1446e-03,  1.9490e-02, -3.1074e-02,
        -1.0892e-02, -3.8377e-02,  6.3242e-02, -1.7756e-02,  1.0870e-01,
        -3.2897e-02, -1.1332e-01, -8.9289e-03, -2.8793e-02,  3.0659e-02,
        -4.2563e-02, -5.0387e-02,  5.7329e-03,  1.0555e-01,  5.3285e-02,
         6.8468e-02,  2.1852e-02,  2.6400e-02,  3.6720e-02,  3.8001e-02,
        -2.8314e-02, -5.2711e-02, -9.0041e-03, -2.7383e-02,  8.9818e-02,
         4.7241e-03,  1.8526e-02,  6.0197e-02, -8.7349e-02], device='mps:0')"
The Shawshank Redemption,Cast,"Tim Robbins as Andy Dufresne: A banker sentenced to life in prison in 1947 for the murder of his wife and her lover
Morgan Freeman as Ellis Boyd ""Red"" Redding: A prison contraband smuggler who befriends Andy
Bob Gunton as Samuel Norton: The ostensibly pious and tyrannical warden of Shawshank penitentiary
William Sadler as Heywood: A member of Red's gang of long-serving convicts
Clancy Brown as Byron Hadley: The brutal captain of the prison guards
Gil Bellows as Tommy Williams: A young convict imprisoned for burglary in 1965
James Whitmore as Brooks Hatlen: The elderly prison librarian, imprisoned at Shawshank for over five decades
The cast also includes Mark Rolston as Bogs Diamond, the head of ""the Sisters"", a gang of prison rapists; Jeffrey DeMunn as the prosecuting attorney in Dufresne's trial; Larry Brandenburg as Skeet; Brian Libby as Floyd; Neil Giuntoli as Jigger; David Proval as Snooze; Joseph Ragno as Ernie; Paul McCrane as Guard Trout; and Jude Ciccolella as Guard Mert.
Renee Blaine portrays Andy's wife, and Scott Mann plays her golf instructor lover, Glenn Quentin. Freeman's son, Alfonso, makes a cameo appearance as Fresh Fish Con. Frank Medrano plays Fat Ass, an inmate beaten to death by Hadley, and Bill Bolender portrays Elmo Blatch, a convict implied to be responsible for the crimes for which Andy is imprisoned. Ned Bellamy and Don McManus appear as prison guards Youngblood and Wiley, respectively, and Dion Anderson plays Head Bull Haig. James Kisicki and Claire Slemmer portray the Maine National Bank manager and a teller, respectively.","tensor([-5.8452e-02, -4.4925e-02, -1.3361e-01, -4.1261e-02, -4.0304e-02,
         8.9291e-02,  1.1894e-01, -3.6914e-02,  8.9093e-02, -2.4665e-02,
         6.4002e-03,  2.7339e-03,  5.1698e-02,  2.8090e-02,  3.5645e-02,
        -2.5077e-02,  4.1533e-02,  2.6088e-02, -2.8723e-03,  1.6589e-02,
        -3.3704e-02, -3.3487e-02,  4.5043e-02, -2.6271e-02, -7.0415e-02,
        -1.0739e-02, -3.9511e-03, -5.5589e-02, -1.2047e-01,  2.5304e-02,
        -1.4028e-02, -3.1583e-02, -1.1982e-02,  4.2752e-02,  5.4705e-03,
         8.7312e-02,  6.2848e-02,  2.2748e-02,  4.2463e-02, -1.0551e-02,
        -5.0261e-02,  3.2350e-02, -1.1817e-02,  5.1024e-02, -3.2327e-02,
        -1.1792e-01, -6.6401e-03, -5.7156e-02,  4.9386e-03, -8.7337e-02,
        -6.0409e-02,  8.8385e-02,  3.6438e-02,  3.8935e-02,  5.3517e-02,
        -4.4454e-02,  3.6292e-02, -2.1978e-04, -4.0360e-03, -2.6734e-02,
        -5.5858e-02, -2.0371e-02,  3.0861e-02,  1.3082e-03,  1.1970e-02,
         3.6544e-02, -5.3896e-02, -2.1806e-02,  8.8704e-02, -6.1545e-02,
        -7.6514e-02,  2.0699e-02, -8.2758e-02, -8.4069e-02, -1.1079e-02,
        -6.8618e-02,  2.8815e-02,  3.4450e-02, -1.0778e-02, -9.8667e-02,
        -5.6816e-02, -6.3268e-02,  2.9575e-02,  4.9113e-02,  1.1244e-02,
         7.5284e-02, -7.8317e-02, -3.1405e-02, -5.5204e-02,  3.5970e-02,
         4.3106e-02,  7.8436e-02,  4.7352e-02, -2.4851e-02,  6.3441e-02,
        -1.8499e-02, -1.9489e-02,  2.8124e-02, -6.8459e-02,  4.6332e-02,
         3.9694e-03, -5.6211e-02,  2.8735e-02, -9.0890e-02,  7.6985e-02,
         1.9871e-02,  7.0597e-02, -4.8532e-02, -6.3560e-03, -6.5843e-02,
         6.1304e-02, -1.0704e-02,  5.4618e-02,  9.8896e-02,  4.7529e-02,
         5.1578e-02, -2.0448e-02,  6.0514e-02,  8.7705e-03,  4.2694e-02,
         8.1168e-02,  8.5894e-02, -2.8663e-02,  4.2286e-02, -8.0020e-02,
         4.6568e-03, -1.7041e-02,  7.4490e-33, -1.0200e-02,  7.9450e-03,
        -6.4349e-03, -3.4583e-02,  1.1768e-02,  2.7984e-02, -6.5050e-02,
         5.7685e-02,  8.2466e-03,  1.2811e-02, -4.6718e-02, -1.0609e-01,
        -5.4511e-02, -9.0552e-02, -8.4880e-02,  3.0806e-02, -6.2221e-02,
         5.8457e-02,  5.5405e-02,  1.8469e-02, -9.9584e-03,  5.0326e-02,
        -5.0373e-02,  1.5992e-02, -1.5755e-01, -3.1866e-02,  3.0155e-02,
         1.0439e-02,  8.1304e-02,  1.0788e-02,  3.4751e-03,  4.6519e-02,
         8.4603e-02, -4.0475e-02,  2.5139e-02, -4.5916e-02, -5.1019e-02,
         3.9732e-02, -1.6793e-02,  1.9279e-02, -7.5590e-02,  1.5225e-02,
         1.9940e-02, -8.3227e-03, -1.0751e-01, -1.5079e-02,  6.0631e-02,
         4.0415e-02, -2.9892e-02,  7.0225e-02,  1.2103e-02,  1.2415e-02,
         4.3663e-02, -2.5827e-02, -9.6181e-02,  5.0838e-02,  4.7650e-03,
        -7.7124e-03,  6.0236e-02,  1.0755e-01,  4.9985e-02,  1.7398e-02,
         2.5118e-03,  9.8405e-03, -9.2741e-03, -3.1410e-02,  3.6309e-02,
         2.6030e-02, -4.7401e-02, -2.1380e-03, -7.8823e-02,  3.8632e-02,
         8.1856e-02,  2.6181e-02, -4.1215e-02, -3.2470e-02,  1.6308e-03,
         4.2418e-02, -1.2202e-01, -5.4624e-02,  7.1410e-03, -1.7253e-03,
         6.1283e-02, -4.6345e-02, -1.0605e-01, -4.4963e-02,  1.8413e-02,
        -7.6224e-02, -4.3967e-03,  7.0538e-02,  4.9895e-02, -6.3883e-02,
        -5.2449e-02, -1.9347e-02, -5.7672e-03, -8.2041e-33, -1.3007e-03,
        -8.8923e-02, -4.0570e-02, -1.2745e-01,  3.2835e-02,  9.1656e-03,
         1.5944e-02, -4.8461e-02, -1.8716e-03, -5.2641e-02, -3.3326e-02,
         3.0770e-02, -1.9796e-02,  5.3601e-02, -3.6937e-02,  6.8391e-02,
        -6.9890e-02, -1.7806e-02, -2.8532e-02,  1.7106e-02, -9.5599e-03,
        -2.0560e-02, -4.6174e-02,  8.3122e-02,  2.6183e-02,  6.6600e-02,
         3.7557e-02,  9.2342e-02, -3.3111e-02,  9.3673e-02, -1.1750e-02,
        -1.9947e-02, -2.2841e-02, -1.0023e-03, -6.3548e-02,  3.7027e-03,
         4.0086e-02, -6.3228e-02, -3.1503e-03, -2.6972e-02,  3.9113e-02,
        -5.3506e-03, -9.0118e-02, -3.0013e-02,  2.9724e-02,  1.4192e-02,
        -3.3660e-02,  3.6753e-02, -8.9242e-02, -3.0002e-02, -9.1233e-02,
         6.9824e-02, -5.3845e-02, -4.5573e-03, -3.2773e-02, -1.6422e-02,
         1.5571e-02,  5.8769e-02,  6.5857e-02, -4.5206e-02, -1.4755e-01,
        -9.4020e-03,  6.7932e-02,  5.6387e-02,  5.4723e-02, -4.1507e-02,
        -1.2428e-02, -4.0550e-02, -4.1329e-02,  2.4782e-02,  3.2933e-03,
        -8.0165e-02,  1.4662e-02, -6.9880e-02,  5.0702e-03,  2.9778e-02,
         1.7840e-02, -3.2638e-02, -9.0851e-02,  9.3794e-03, -9.1979e-03,
        -7.5237e-03,  2.8456e-02,  7.9222e-02,  8.3058e-03,  5.4124e-03,
         9.9260e-02,  8.3041e-03, -7.3143e-03,  3.6862e-03,  2.2053e-02,
        -5.8718e-02,  2.9103e-02,  2.3157e-02,  1.3018e-02, -6.7330e-08,
        -6.4005e-02, -2.6843e-04, -3.1218e-02,  1.1336e-02, -4.0503e-02,
         3.3829e-02, -2.7858e-02,  2.1403e-02, -6.6063e-02,  1.4378e-02,
        -1.2721e-02, -7.3941e-02,  5.4912e-02, -7.3614e-02, -4.4866e-03,
         4.1341e-02, -6.1780e-03, -1.8299e-02,  2.0609e-02,  4.2813e-02,
         3.0651e-02, -6.9947e-02,  7.3407e-02,  1.5826e-01,  2.9176e-02,
        -2.2210e-02, -5.5982e-03, -3.7397e-02,  7.5340e-02,  8.3843e-02,
        -9.8324e-03,  2.3383e-02,  1.3184e-02, -2.1265e-02,  2.2156e-03,
        -3.9038e-02, -4.4135e-02,  3.5450e-02,  4.8838e-02,  1.5305e-01,
        -3.8916e-02, -8.3783e-02, -2.8859e-02, -2.7949e-02,  5.2164e-02,
        -6.4509e-03, -1.3785e-02,  2.1681e-02,  9.9437e-02,  4.2940e-02,
         7.7696e-02,  1.8639e-02,  1.4387e-03,  2.5175e-02,  1.1965e-02,
        -2.0303e-03, -3.0629e-03,  3.4305e-02, -2.7782e-02,  3.5128e-02,
        -1.4078e-03, -1.1207e-02,  4.0830e-02, -6.9226e-02], device='mps:0')"
